date,hour,zone,demand,weather,is_weekend,is_festival,temperature,day_of_week
2024-02-07,12,Baneshwor,49,Rain,0,0,24,2
2024-02-07,12,Koteshwor,35,Fog,0,0,34,2
2024-02-07,12,Lalitpur,17,Clear,0,0,20,2
2024-02-07,12,Bhaktapur,27,Clear,0,0,24,2
2024-02-07,12,Balaju,38,Clear,0,0,17,2
2024-02-07,12,Kalanki,29,Clear,0,0,35,2
2024-02-07,12,Chabahil,38,Clear,0,0,29,2
2024-02-07,12,Maharajgunj,24,Clear,0,0,16,2
2024-02-07,12,Patan,28,Fog,0,0,32,2
2024-02-07,12,Boudha,44,Clear,0,0,12,2
2024-02-07,12,Kirtipur,50,Rain,0,0,25,2
2024-02-07,13,Thamel,58,Rain,0,0,32,2
2024-02-07,13,Baneshwor,28,Clear,0,0,11,2
2024-02-07,13,Koteshwor,26,Clear,0,0,31,2
2024-02-07,13,Lalitpur,42,Rain,0,0,12,2
2024-02-07,13,Bhaktapur,19,Clear,0,0,35,2
2024-02-07,13,Balaju,33,Clear,0,0,27,2
2024-02-07,13,Kalanki,17,Clear,0,0,25,2
2024-02-07,13,Chabahil,32,Clear,0,0,23,2
2024-02-07,13,Maharajgunj,36,Clear,0,0,35,2
2024-02-07,13,Patan,30,Fog,0,0,11,2
2024-02-07,13,Boudha,19,Clear,0,0,17,2
2024-02-07,13,Kirtipur,17,Clear,0,0,22,2
2024-02-07,14,Thamel,36,Fog,0,0,31,2
2024-02-07,14,Baneshwor,61,Rain,0,0,10,2
2024-02-07,14,Koteshwor,37,Rain,0,0,30,2
2024-02-07,14,Lalitpur,28,Clear,0,0,20,2
2024-02-07,14,Bhaktapur,22,Clear,0,0,14,2
2024-02-07,14,Balaju,29,Rain,0,0,13,2
2024-02-07,14,Kalanki,32,Clear,0,0,28,2
2024-02-07,14,Chabahil,19,Clear,0,0,14,2
2024-02-07,14,Maharajgunj,21,Fog,0,0,33,2
2024-02-07,14,Patan,19,Fog,0,0,21,2
2024-02-07,14,Boudha,28,Clear,0,0,25,2
2024-02-07,14,Kirtipur,17,Clear,0,0,19,2
2024-02-07,15,Thamel,63,Clear,0,0,29,2
2024-02-07,15,Baneshwor,24,Clear,0,0,10,2
2024-02-07,15,Koteshwor,16,Clear,0,0,33,2
2024-02-07,15,Lalitpur,30,Rain,0,0,20,2
2024-02-07,15,Bhaktapur,39,Clear,0,0,28,2
2024-02-07,15,Balaju,31,Fog,0,0,28,2
2024-02-07,15,Kalanki,44,Clear,0,0,17,2
2024-02-07,15,Chabahil,37,Clear,0,0,16,2
2024-02-07,15,Maharajgunj,19,Clear,0,0,23,2
2024-02-07,15,Patan,20,Fog,0,0,31,2
2024-02-07,15,Boudha,28,Fog,0,0,22,2
2024-02-07,15,Kirtipur,21,Fog,0,0,16,2
2024-02-07,16,Thamel,39,Rain,0,0,34,2
2024-02-07,16,Baneshwor,36,Fog,0,0,32,2
2024-02-07,16,Koteshwor,23,Clear,0,0,25,2
2024-02-07,16,Lalitpur,28,Fog,0,0,16,2
2024-02-07,16,Bhaktapur,56,Rain,0,0,23,2
2024-02-07,16,Balaju,20,Fog,0,0,12,2
2024-02-07,16,Kalanki,43,Clear,0,0,16,2
2024-02-07,16,Chabahil,35,Fog,0,0,14,2
2024-02-07,16,Maharajgunj,16,Clear,0,0,13,2
2024-02-07,16,Patan,39,Clear,0,0,31,2
2024-02-07,16,Boudha,42,Clear,0,0,22,2
2024-02-07,16,Kirtipur,40,Clear,0,0,15,2
2024-02-07,17,Thamel,161,Rain,0,0,19,2
2024-02-07,17,Baneshwor,85,Rain,0,0,24,2
2024-02-07,17,Koteshwor,64,Clear,0,0,12,2
2024-02-07,17,Lalitpur,82,Rain,0,0,15,2
2024-02-07,17,Bhaktapur,67,Clear,0,0,21,2
2024-02-07,17,Balaju,64,Clear,0,0,25,2
2024-02-07,17,Kalanki,102,Rain,0,0,20,2
2024-02-07,17,Chabahil,59,Fog,0,0,25,2
2024-02-07,17,Maharajgunj,76,Clear,0,0,26,2
2024-02-07,17,Patan,62,Fog,0,0,19,2
2024-02-07,17,Boudha,121,Rain,0,0,15,2
2024-02-07,17,Kirtipur,60,Clear,0,0,35,2
2024-02-07,18,Thamel,129,Clear,0,0,32,2
2024-02-07,18,Baneshwor,73,Clear,0,0,10,2
2024-02-07,18,Koteshwor,96,Rain,0,0,30,2
2024-02-07,18,Lalitpur,58,Clear,0,0,10,2
2024-02-07,18,Bhaktapur,60,Fog,0,0,14,2
2024-02-07,18,Balaju,120,Rain,0,0,20,2
2024-02-07,18,Kalanki,59,Fog,0,0,20,2
2024-02-07,18,Chabahil,57,Clear,0,0,31,2
2024-02-07,18,Maharajgunj,74,Rain,0,0,34,2
2024-02-07,18,Patan,81,Rain,0,0,23,2
2024-02-07,18,Boudha,81,Clear,0,0,29,2
2024-02-07,18,Kirtipur,64,Clear,0,0,32,2
2024-02-07,19,Thamel,60,Fog,0,0,24,2
2024-02-07,19,Baneshwor,87,Clear,0,0,18,2
2024-02-07,19,Koteshwor,67,Clear,0,0,12,2
2024-02-07,19,Lalitpur,46,Fog,0,0,13,2
2024-02-07,19,Bhaktapur,96,Rain,0,0,35,2
2024-02-07,19,Balaju,73,Clear,0,0,15,2
2024-02-07,19,Kalanki,59,Clear,0,0,19,2
2024-02-07,19,Chabahil,113,Rain,0,0,27,2
2024-02-07,19,Maharajgunj,50,Clear,0,0,21,2
2024-02-07,19,Patan,64,Fog,0,0,24,2
2024-02-07,19,Boudha,58,Clear,0,0,13,2
2024-02-07,19,Kirtipur,83,Clear,0,0,32,2
2024-02-07,20,Thamel,110,Rain,0,0,10,2
2024-02-07,20,Baneshwor,63,Clear,0,0,30,2
2024-02-07,20,Koteshwor,71,Fog,0,0,14,2
2024-02-07,20,Lalitpur,55,Clear,0,0,24,2
2024-02-07,20,Bhaktapur,85,Clear,0,0,34,2
2024-02-07,20,Balaju,65,Clear,0,0,24,2
2024-02-07,20,Kalanki,59,Clear,0,0,28,2
2024-02-07,20,Chabahil,67,Clear,0,0,12,2
2024-02-07,20,Maharajgunj,105,Rain,0,0,22,2
2024-02-07,20,Patan,78,Clear,0,0,22,2
2024-02-07,20,Boudha,86,Rain,0,0,30,2
2024-02-07,20,Kirtipur,64,Clear,0,0,35,2
2024-02-07,21,Thamel,48,Fog,0,0,23,2
2024-02-07,21,Baneshwor,21,Clear,0,0,13,2
2024-02-07,21,Koteshwor,17,Clear,0,0,35,2
2024-02-07,21,Lalitpur,41,Clear,0,0,10,2
2024-02-07,21,Bhaktapur,41,Clear,0,0,33,2
2024-02-07,21,Balaju,28,Fog,0,0,19,2
2024-02-07,21,Kalanki,31,Clear,0,0,14,2
2024-02-07,21,Chabahil,27,Clear,0,0,34,2
2024-02-07,21,Maharajgunj,36,Fog,0,0,16,2
2024-02-07,21,Patan,21,Clear,0,0,23,2
2024-02-07,21,Boudha,58,Rain,0,0,31,2
2024-02-07,21,Kirtipur,46,Rain,0,0,10,2
2024-02-07,22,Thamel,53,Fog,0,0,15,2
2024-02-07,22,Baneshwor,36,Fog,0,0,29,2
2024-02-07,22,Koteshwor,37,Rain,0,0,33,2
2024-02-07,22,Lalitpur,38,Clear,0,0,32,2
2024-02-07,22,Bhaktapur,29,Rain,0,0,10,2
2024-02-07,22,Balaju,42,Clear,0,0,30,2
2024-02-07,22,Kalanki,36,Clear,0,0,29,2
2024-02-07,22,Chabahil,44,Clear,0,0,23,2
2024-02-07,22,Maharajgunj,34,Fog,0,0,14,2
2024-02-07,22,Patan,12,Fog,0,0,21,2
2024-02-07,22,Boudha,61,Rain,0,0,18,2
2024-02-07,22,Kirtipur,33,Clear,0,0,13,2
2024-02-07,23,Thamel,16,Clear,0,0,18,2
2024-02-07,23,Baneshwor,16,Clear,0,0,28,2
2024-02-07,23,Koteshwor,11,Clear,0,0,11,2
2024-02-07,23,Lalitpur,5,Clear,0,0,13,2
2024-02-07,23,Bhaktapur,15,Clear,0,0,22,2
2024-02-07,23,Balaju,11,Rain,0,0,21,2
2024-02-07,23,Kalanki,4,Fog,0,0,11,2
2024-02-07,23,Chabahil,8,Fog,0,0,33,2
2024-02-07,23,Maharajgunj,6,Clear,0,0,18,2
2024-02-07,23,Patan,7,Clear,0,0,19,2
2024-02-07,23,Boudha,6,Clear,0,0,17,2
2024-02-07,23,Kirtipur,7,Clear,0,0,22,2
2024-02-08,0,Thamel,22,Clear,0,0,31,3
2024-02-08,0,Baneshwor,11,Clear,0,0,16,3
2024-02-08,0,Koteshwor,8,Clear,0,0,26,3
2024-02-08,0,Lalitpur,15,Rain,0,0,19,3
2024-02-08,0,Bhaktapur,19,Clear,0,0,21,3
2024-02-08,0,Balaju,6,Clear,0,0,11,3
2024-02-08,0,Kalanki,5,Clear,0,0,22,3
2024-02-08,0,Chabahil,21,Rain,0,0,19,3
2024-02-08,0,Maharajgunj,19,Clear,0,0,25,3
2024-02-08,0,Patan,15,Fog,0,0,18,3
2024-02-08,0,Boudha,6,Clear,0,0,29,3
2024-02-08,0,Kirtipur,6,Clear,0,0,24,3
2024-02-08,1,Thamel,16,Rain,0,0,29,3
2024-02-08,1,Baneshwor,15,Rain,0,0,32,3
2024-02-08,1,Koteshwor,11,Rain,0,0,12,3
2024-02-08,1,Lalitpur,8,Clear,0,0,26,3
2024-02-08,1,Bhaktapur,23,Rain,0,0,35,3
2024-02-08,1,Balaju,18,Clear,0,0,12,3
2024-02-08,1,Kalanki,28,Rain,0,0,24,3
2024-02-08,1,Chabahil,12,Fog,0,0,33,3
2024-02-08,1,Maharajgunj,11,Clear,0,0,15,3
2024-02-08,1,Patan,18,Clear,0,0,25,3
2024-02-08,1,Boudha,6,Clear,0,0,10,3
2024-02-08,1,Kirtipur,12,Fog,0,0,16,3
2024-02-08,2,Thamel,24,Clear,0,0,18,3
2024-02-08,2,Baneshwor,12,Fog,0,0,12,3
2024-02-08,2,Koteshwor,22,Rain,0,0,20,3
2024-02-08,2,Lalitpur,19,Clear,0,0,27,3
2024-02-08,2,Bhaktapur,16,Clear,0,0,21,3
2024-02-08,2,Balaju,12,Clear,0,0,28,3
2024-02-08,2,Kalanki,10,Clear,0,0,15,3
2024-02-08,2,Chabahil,23,Rain,0,0,31,3
2024-02-08,2,Maharajgunj,9,Clear,0,0,24,3
2024-02-08,2,Patan,20,Clear,0,0,27,3
2024-02-08,2,Boudha,6,Clear,0,0,31,3
2024-02-08,2,Kirtipur,12,Fog,0,0,18,3
2024-02-08,3,Thamel,37,Rain,0,0,27,3
2024-02-08,3,Baneshwor,16,Fog,0,0,16,3
2024-02-08,3,Koteshwor,5,Clear,0,0,10,3
2024-02-08,3,Lalitpur,7,Fog,0,0,20,3
2024-02-08,3,Bhaktapur,11,Clear,0,0,24,3
2024-02-08,3,Balaju,14,Rain,0,0,34,3
2024-02-08,3,Kalanki,23,Rain,0,0,28,3
2024-02-08,3,Chabahil,12,Clear,0,0,20,3
2024-02-08,3,Maharajgunj,7,Clear,0,0,35,3
2024-02-08,3,Patan,6,Clear,0,0,20,3
2024-02-08,3,Boudha,7,Fog,0,0,21,3
2024-02-08,3,Kirtipur,19,Rain,0,0,13,3
2024-02-08,4,Thamel,18,Clear,0,0,35,3
2024-02-08,4,Baneshwor,19,Clear,0,0,10,3
2024-02-08,4,Koteshwor,20,Clear,0,0,33,3
2024-02-08,4,Lalitpur,7,Rain,0,0,34,3
2024-02-08,4,Bhaktapur,9,Fog,0,0,32,3
2024-02-08,4,Balaju,14,Rain,0,0,35,3
2024-02-08,4,Kalanki,28,Rain,0,0,24,3
2024-02-08,4,Chabahil,8,Clear,0,0,34,3
2024-02-08,4,Maharajgunj,14,Clear,0,0,20,3
2024-02-08,4,Patan,12,Rain,0,0,30,3
2024-02-08,4,Boudha,17,Clear,0,0,10,3
2024-02-08,4,Kirtipur,6,Clear,0,0,24,3
2024-02-08,5,Thamel,66,Clear,0,0,14,3
2024-02-08,5,Baneshwor,17,Clear,0,0,14,3
2024-02-08,5,Koteshwor,37,Clear,0,0,14,3
2024-02-08,5,Lalitpur,21,Clear,0,0,31,3
2024-02-08,5,Bhaktapur,33,Rain,0,0,16,3
2024-02-08,5,Balaju,43,Clear,0,0,21,3
2024-02-08,5,Kalanki,53,Rain,0,0,32,3
2024-02-08,5,Chabahil,50,Rain,0,0,25,3
2024-02-08,5,Maharajgunj,14,Fog,0,0,35,3
2024-02-08,5,Patan,51,Rain,0,0,13,3
2024-02-08,5,Boudha,28,Fog,0,0,28,3
2024-02-08,5,Kirtipur,49,Rain,0,0,13,3
2024-02-08,6,Thamel,40,Clear,0,0,32,3
2024-02-08,6,Baneshwor,47,Rain,0,0,21,3
2024-02-08,6,Koteshwor,54,Rain,0,0,22,3
2024-02-08,6,Lalitpur,54,Rain,0,0,23,3
2024-02-08,6,Bhaktapur,24,Clear,0,0,29,3
2024-02-08,6,Balaju,47,Rain,0,0,26,3
2024-02-08,6,Kalanki,42,Clear,0,0,16,3
2024-02-08,6,Chabahil,24,Clear,0,0,10,3
2024-02-08,6,Maharajgunj,12,Fog,0,0,32,3
2024-02-08,6,Patan,26,Clear,0,0,15,3
2024-02-08,6,Boudha,44,Clear,0,0,14,3
2024-02-08,6,Kirtipur,50,Rain,0,0,31,3
2024-02-08,7,Thamel,94,Clear,0,0,34,3
2024-02-08,7,Baneshwor,55,Fog,0,0,16,3
2024-02-08,7,Koteshwor,51,Clear,0,0,12,3
2024-02-08,7,Lalitpur,77,Clear,0,0,34,3
2024-02-08,7,Bhaktapur,56,Clear,0,0,29,3
2024-02-08,7,Balaju,56,Rain,0,0,10,3
2024-02-08,7,Kalanki,63,Clear,0,0,25,3
2024-02-08,7,Chabahil,77,Rain,0,0,11,3
2024-02-08,7,Maharajgunj,47,Clear,0,0,25,3
2024-02-08,7,Patan,64,Fog,0,0,13,3
2024-02-08,7,Boudha,45,Clear,0,0,11,3
2024-02-08,7,Kirtipur,46,Clear,0,0,12,3
2024-02-08,8,Thamel,97,Clear,0,0,23,3
2024-02-08,8,Baneshwor,40,Clear,0,0,26,3
2024-02-08,8,Koteshwor,42,Clear,0,0,22,3
2024-02-08,8,Lalitpur,49,Fog,0,0,28,3
2024-02-08,8,Bhaktapur,53,Clear,0,0,24,3
2024-02-08,8,Balaju,48,Fog,0,0,24,3
2024-02-08,8,Kalanki,75,Clear,0,0,17,3
2024-02-08,8,Chabahil,60,Clear,0,0,26,3
2024-02-08,8,Maharajgunj,72,Clear,0,0,21,3
2024-02-08,8,Patan,71,Clear,0,0,29,3
2024-02-08,8,Boudha,51,Clear,0,0,19,3
2024-02-08,8,Kirtipur,106,Rain,0,0,25,3
2024-02-08,9,Thamel,114,Clear,0,0,18,3
2024-02-08,9,Baneshwor,64,Clear,0,0,32,3
2024-02-08,9,Koteshwor,100,Rain,0,0,30,3
2024-02-08,9,Lalitpur,64,Clear,0,0,31,3
2024-02-08,9,Bhaktapur,55,Clear,0,0,10,3
2024-02-08,9,Balaju,53,Clear,0,0,25,3
2024-02-08,9,Kalanki,67,Rain,0,0,23,3
2024-02-08,9,Chabahil,63,Clear,0,0,34,3
2024-02-08,9,Maharajgunj,73,Clear,0,0,19,3
2024-02-08,9,Patan,52,Fog,0,0,20,3
2024-02-08,9,Boudha,44,Fog,0,0,15,3
2024-02-08,9,Kirtipur,71,Clear,0,0,19,3
2024-02-08,10,Thamel,22,Clear,0,0,35,3
2024-02-08,10,Baneshwor,16,Clear,0,0,10,3
2024-02-08,10,Koteshwor,44,Rain,0,0,31,3
2024-02-08,10,Lalitpur,16,Clear,0,0,19,3
2024-02-08,10,Bhaktapur,50,Rain,0,0,35,3
2024-02-08,10,Balaju,15,Clear,0,0,12,3
2024-02-08,10,Kalanki,33,Clear,0,0,27,3
2024-02-08,10,Chabahil,39,Clear,0,0,18,3
2024-02-08,10,Maharajgunj,21,Clear,0,0,25,3
2024-02-08,10,Patan,43,Clear,0,0,22,3
2024-02-08,10,Boudha,45,Clear,0,0,33,3
2024-02-08,10,Kirtipur,16,Clear,0,0,17,3
2024-02-08,11,Thamel,51,Rain,0,0,30,3
2024-02-08,11,Baneshwor,44,Clear,0,0,22,3
2024-02-08,11,Koteshwor,34,Clear,0,0,35,3
2024-02-08,11,Lalitpur,15,Clear,0,0,11,3
2024-02-08,11,Bhaktapur,16,Clear,0,0,28,3
2024-02-08,11,Balaju,12,Fog,0,0,29,3
2024-02-08,11,Kalanki,33,Clear,0,0,12,3
2024-02-08,11,Chabahil,44,Rain,0,0,26,3
2024-02-08,11,Maharajgunj,18,Clear,0,0,35,3
2024-02-08,11,Patan,45,Clear,0,0,27,3
2024-02-08,11,Boudha,45,Clear,0,0,15,3
2024-02-08,11,Kirtipur,31,Clear,0,0,20,3
2024-02-08,12,Thamel,55,Clear,0,0,12,3
2024-02-08,12,Baneshwor,20,Fog,0,0,29,3
2024-02-08,12,Koteshwor,39,Clear,0,0,29,3
2024-02-08,12,Lalitpur,36,Clear,0,0,29,3
2024-02-08,12,Bhaktapur,38,Clear,0,0,11,3
2024-02-08,12,Balaju,44,Clear,0,0,32,3
2024-02-08,12,Kalanki,30,Rain,0,0,23,3
2024-02-08,12,Chabahil,28,Clear,0,0,17,3
2024-02-08,12,Maharajgunj,54,Rain,0,0,22,3
2024-02-08,12,Patan,16,Fog,0,0,30,3
2024-02-08,12,Boudha,12,Fog,0,0,35,3
2024-02-08,12,Kirtipur,40,Clear,0,0,14,3
2024-02-08,13,Thamel,39,Rain,0,0,26,3
2024-02-08,13,Baneshwor,17,Clear,0,0,34,3
2024-02-08,13,Koteshwor,33,Clear,0,0,34,3
2024-02-08,13,Lalitpur,29,Clear,0,0,34,3
2024-02-08,13,Bhaktapur,29,Clear,0,0,21,3
2024-02-08,13,Balaju,44,Clear,0,0,12,3
2024-02-08,13,Kalanki,41,Clear,0,0,11,3
2024-02-08,13,Chabahil,20,Fog,0,0,16,3
2024-02-08,13,Maharajgunj,36,Clear,0,0,10,3
2024-02-08,13,Patan,33,Fog,0,0,23,3
2024-02-08,13,Boudha,30,Clear,0,0,29,3
2024-02-08,13,Kirtipur,23,Fog,0,0,26,3
2024-02-08,14,Thamel,36,Clear,0,0,13,3
2024-02-08,14,Baneshwor,25,Fog,0,0,13,3
2024-02-08,14,Koteshwor,38,Clear,0,0,14,3
2024-02-08,14,Lalitpur,50,Rain,0,0,29,3
2024-02-08,14,Bhaktapur,30,Rain,0,0,23,3
2024-02-08,14,Balaju,38,Clear,0,0,30,3
2024-02-08,14,Kalanki,15,Clear,0,0,22,3
2024-02-08,14,Chabahil,56,Rain,0,0,23,3
2024-02-08,14,Maharajgunj,30,Clear,0,0,26,3
2024-02-08,14,Patan,42,Rain,0,0,22,3
2024-02-08,14,Boudha,42,Clear,0,0,31,3
2024-02-08,14,Kirtipur,24,Fog,0,0,35,3
2024-02-08,15,Thamel,67,Clear,0,0,23,3
2024-02-08,15,Baneshwor,44,Clear,0,0,23,3
2024-02-08,15,Koteshwor,25,Fog,0,0,31,3
2024-02-08,15,Lalitpur,36,Clear,0,0,10,3
2024-02-08,15,Bhaktapur,23,Rain,0,0,34,3
2024-02-08,15,Balaju,40,Clear,0,0,24,3
2024-02-08,15,Kalanki,61,Rain,0,0,15,3
2024-02-08,15,Chabahil,33,Clear,0,0,15,3
2024-02-08,15,Maharajgunj,39,Rain,0,0,23,3
2024-02-08,15,Patan,23,Fog,0,0,32,3
2024-02-08,15,Boudha,31,Clear,0,0,28,3
2024-02-08,15,Kirtipur,37,Clear,0,0,24,3
2024-02-08,16,Thamel,72,Rain,0,0,12,3
2024-02-08,16,Baneshwor,62,Rain,0,0,20,3
2024-02-08,16,Koteshwor,20,Clear,0,0,27,3
2024-02-08,16,Lalitpur,35,Fog,0,0,31,3
2024-02-08,16,Bhaktapur,34,Fog,0,0,29,3
2024-02-08,16,Balaju,21,Rain,0,0,19,3
2024-02-08,16,Kalanki,26,Fog,0,0,17,3
2024-02-08,16,Chabahil,40,Clear,0,0,28,3
2024-02-08,16,Maharajgunj,32,Clear,0,0,14,3
2024-02-08,16,Patan,25,Clear,0,0,29,3
2024-02-08,16,Boudha,42,Rain,0,0,24,3
2024-02-08,16,Kirtipur,26,Rain,0,0,20,3
2024-02-08,17,Thamel,184,Rain,0,0,22,3
2024-02-08,17,Baneshwor,68,Clear,0,0,27,3
2024-02-08,17,Koteshwor,49,Fog,0,0,21,3
2024-02-08,17,Lalitpur,84,Clear,0,0,20,3
2024-02-08,17,Bhaktapur,51,Clear,0,0,32,3
2024-02-08,17,Balaju,68,Clear,0,0,34,3
2024-02-08,17,Kalanki,78,Clear,0,0,34,3
2024-02-08,17,Chabahil,74,Clear,0,0,25,3
2024-02-08,17,Maharajgunj,68,Fog,0,0,16,3
2024-02-08,17,Patan,86,Clear,0,0,14,3
2024-02-08,17,Boudha,87,Clear,0,0,22,3
2024-02-08,17,Kirtipur,72,Clear,0,0,27,3
2024-02-08,18,Thamel,176,Rain,0,0,12,3
2024-02-08,18,Baneshwor,57,Clear,0,0,26,3
2024-02-08,18,Koteshwor,77,Clear,0,0,11,3
2024-02-08,18,Lalitpur,73,Clear,0,0,10,3
2024-02-08,18,Bhaktapur,88,Clear,0,0,18,3
2024-02-08,18,Balaju,53,Fog,0,0,32,3
2024-02-08,18,Kalanki,90,Clear,0,0,26,3
2024-02-08,18,Chabahil,62,Fog,0,0,25,3
2024-02-08,18,Maharajgunj,100,Rain,0,0,11,3
2024-02-08,18,Patan,90,Clear,0,0,30,3
2024-02-08,18,Boudha,51,Clear,0,0,28,3
2024-02-08,18,Kirtipur,62,Clear,0,0,13,3
2024-02-08,19,Thamel,84,Clear,0,0,20,3
2024-02-08,19,Baneshwor,90,Clear,0,0,12,3
2024-02-08,19,Koteshwor,114,Rain,0,0,30,3
2024-02-08,19,Lalitpur,72,Rain,0,0,18,3
2024-02-08,19,Bhaktapur,48,Fog,0,0,34,3
2024-02-08,19,Balaju,71,Rain,0,0,31,3
2024-02-08,19,Kalanki,88,Clear,0,0,14,3
2024-02-08,19,Chabahil,61,Clear,0,0,17,3
2024-02-08,19,Maharajgunj,86,Rain,0,0,29,3
2024-02-08,19,Patan,63,Clear,0,0,30,3
2024-02-08,19,Boudha,85,Clear,0,0,22,3
2024-02-08,19,Kirtipur,60,Clear,0,0,10,3
2024-02-08,20,Thamel,121,Clear,0,0,10,3
2024-02-08,20,Baneshwor,58,Clear,0,0,35,3
2024-02-08,20,Koteshwor,85,Rain,0,0,30,3
2024-02-08,20,Lalitpur,77,Clear,0,0,18,3
2024-02-08,20,Bhaktapur,120,Rain,0,0,21,3
2024-02-08,20,Balaju,91,Rain,0,0,35,3
2024-02-08,20,Kalanki,90,Clear,0,0,10,3
2024-02-08,20,Chabahil,98,Rain,0,0,35,3
2024-02-08,20,Maharajgunj,55,Clear,0,0,19,3
2024-02-08,20,Patan,60,Fog,0,0,21,3
2024-02-08,20,Boudha,106,Rain,0,0,18,3
2024-02-08,20,Kirtipur,74,Rain,0,0,27,3
2024-02-08,21,Thamel,89,Rain,0,0,35,3
2024-02-08,21,Baneshwor,21,Clear,0,0,30,3
2024-02-08,21,Koteshwor,24,Clear,0,0,21,3
2024-02-08,21,Lalitpur,22,Clear,0,0,20,3
2024-02-08,21,Bhaktapur,38,Clear,0,0,18,3
2024-02-08,21,Balaju,37,Rain,0,0,27,3
2024-02-08,21,Kalanki,44,Rain,0,0,21,3
2024-02-08,21,Chabahil,35,Fog,0,0,16,3
2024-02-08,21,Maharajgunj,36,Clear,0,0,26,3
2024-02-08,21,Patan,21,Clear,0,0,27,3
2024-02-08,21,Boudha,38,Clear,0,0,31,3
2024-02-08,21,Kirtipur,45,Clear,0,0,30,3
2024-02-08,22,Thamel,67,Rain,0,0,30,3
2024-02-08,22,Baneshwor,28,Rain,0,0,25,3
2024-02-08,22,Koteshwor,29,Rain,0,0,22,3
2024-02-08,22,Lalitpur,41,Clear,0,0,26,3
2024-02-08,22,Bhaktapur,25,Clear,0,0,14,3
2024-02-08,22,Balaju,21,Rain,0,0,25,3
2024-02-08,22,Kalanki,20,Fog,0,0,25,3
2024-02-08,22,Chabahil,12,Fog,0,0,29,3
2024-02-08,22,Maharajgunj,24,Clear,0,0,15,3
2024-02-08,22,Patan,54,Rain,0,0,34,3
2024-02-08,22,Boudha,32,Fog,0,0,27,3
2024-02-08,22,Kirtipur,21,Clear,0,0,19,3
2024-02-08,23,Thamel,25,Rain,0,0,29,3
2024-02-08,23,Baneshwor,12,Fog,0,0,11,3
2024-02-08,23,Koteshwor,16,Clear,0,0,34,3
2024-02-08,23,Lalitpur,14,Clear,0,0,35,3
2024-02-08,23,Bhaktapur,6,Clear,0,0,33,3
2024-02-08,23,Balaju,4,Fog,0,0,15,3
2024-02-08,23,Kalanki,18,Rain,0,0,24,3
2024-02-08,23,Chabahil,10,Clear,0,0,11,3
2024-02-08,23,Maharajgunj,19,Clear,0,0,18,3
2024-02-08,23,Patan,8,Fog,0,0,34,3
2024-02-08,23,Boudha,8,Fog,0,0,11,3
2024-02-08,23,Kirtipur,26,Rain,0,0,17,3
2024-02-09,0,Thamel,30,Clear,0,0,28,4
2024-02-09,0,Baneshwor,15,Clear,0,0,30,4
2024-02-09,0,Koteshwor,16,Clear,0,0,17,4
2024-02-09,0,Lalitpur,5,Clear,0,0,23,4
2024-02-09,0,Bhaktapur,9,Clear,0,0,27,4
2024-02-09,0,Balaju,16,Clear,0,0,21,4
2024-02-09,0,Kalanki,6,Clear,0,0,32,4
2024-02-09,0,Chabahil,5,Clear,0,0,20,4
2024-02-09,0,Maharajgunj,5,Clear,0,0,27,4
2024-02-09,0,Patan,8,Clear,0,0,16,4
2024-02-09,0,Boudha,15,Clear,0,0,12,4
2024-02-09,0,Kirtipur,12,Rain,0,0,29,4
2024-02-09,1,Thamel,19,Clear,0,0,17,4
2024-02-09,1,Baneshwor,16,Fog,0,0,34,4
2024-02-09,1,Koteshwor,15,Clear,0,0,12,4
2024-02-09,1,Lalitpur,8,Clear,0,0,14,4
2024-02-09,1,Bhaktapur,12,Clear,0,0,28,4
2024-02-09,1,Balaju,5,Clear,0,0,15,4
2024-02-09,1,Kalanki,17,Clear,0,0,15,4
2024-02-09,1,Chabahil,19,Clear,0,0,14,4
2024-02-09,1,Maharajgunj,25,Rain,0,0,15,4
2024-02-09,1,Patan,16,Clear,0,0,32,4
2024-02-09,1,Boudha,4,Fog,0,0,21,4
2024-02-09,1,Kirtipur,20,Clear,0,0,26,4
2024-02-09,2,Thamel,12,Fog,0,0,32,4
2024-02-09,2,Baneshwor,16,Clear,0,0,19,4
2024-02-09,2,Koteshwor,15,Clear,0,0,18,4
2024-02-09,2,Lalitpur,18,Clear,0,0,35,4
2024-02-09,2,Bhaktapur,5,Fog,0,0,17,4
2024-02-09,2,Balaju,15,Clear,0,0,12,4
2024-02-09,2,Kalanki,20,Clear,0,0,21,4
2024-02-09,2,Chabahil,16,Clear,0,0,34,4
2024-02-09,2,Maharajgunj,16,Rain,0,0,32,4
2024-02-09,2,Patan,8,Rain,0,0,14,4
2024-02-09,2,Boudha,20,Clear,0,0,27,4
2024-02-09,2,Kirtipur,11,Rain,0,0,24,4
2024-02-09,3,Thamel,16,Clear,0,0,24,4
2024-02-09,3,Baneshwor,18,Rain,0,0,13,4
2024-02-09,3,Koteshwor,9,Clear,0,0,31,4
2024-02-09,3,Lalitpur,21,Rain,0,0,21,4
2024-02-09,3,Bhaktapur,18,Clear,0,0,34,4
2024-02-09,3,Balaju,18,Clear,0,0,13,4
2024-02-09,3,Kalanki,14,Rain,0,0,10,4
2024-02-09,3,Chabahil,10,Fog,0,0,13,4
2024-02-09,3,Maharajgunj,26,Rain,0,0,15,4
2024-02-09,3,Patan,4,Fog,0,0,29,4
